,0,
270,0.004832929,2158.93822
271,0.001240178,2169.372215
272,0.028991786,2172.062623
273,0.023568789,2235.034598
274,0.019491122,2287.711657
275,0.015741079,2332.301724
276,0.004581829,2369.01467
277,-0.002472244,2379.869089
278,0.007078682,2373.985471
279,0.028626423,2390.79016
280,0.019122388,2459.229931
281,0.013764366,2506.25628
282,-0.014048041,2540.75331
283,0.03611165,2505.060703
284,0.012747766,2595.522577
285,0.012585565,2628.609691
286,0.006813259,2661.692229
287,0.017991803,2679.827026
288,0.007936255,2728.041945
289,0.00348229,2749.692382
290,0.004159329,2759.267608
291,0.010860701,2770.744311
292,0.025942101,2800.836537
293,0.004583326,2873.496122
294,0.002470778,2886.666293
295,0.056665924,2893.798603
296,0.032038513,3057.778376
297,0.028088992,3155.74505
298,-0.006006363,3244.386748
299,-0.058929194,3224.899783
300,0.053106893,3034.859037
301,-0.007157733,3196.030971
302,0.009072279,3173.154633
303,-0.026526593,3201.942378
304,0.010224982,3117.005756
305,0.039742218,3148.877084
306,-0.00519312,3274.020443
307,0.011869252,3257.018063
308,0.006120778,3295.676432
309,0.004504652,3315.848536
310,0.02130825,3330.78528
311,-0.011772144,3401.758485
312,-0.011580906,3361.712496
313,0.02633289,3322.780818
314,0.006550666,3410.279241
315,0.016690222,3432.618841
316,0.007341799,3489.910012
317,0.010649918,3515.532228
318,0.014241593,3552.972357
319,-0.004571796,3603.572344
320,0.042257531,3587.097546
321,-0.020111929,3738.679432
322,-0.013153183,3663.487378
323,-0.043273142,3615.300858
324,0.055233049,3458.855431
325,-0.002378953,3649.898562
326,-0.00356214,3641.215627
327,0.018237087,3628.245106
328,-0.024751655,3694.413727
